chapter,subtopic,front,back
Capítulo 6,Colagenopatías,¿Qué son las colagenopatías?,Enfermedades causadas por defectos del colágeno.
Capítulo 6,Colagenopatías,¿Qué enfermedad se asocia con defectos del colágeno tipo I?,Osteogénesis imperfecta.
Capítulo 6,Colagenopatías,¿Qué rasgo óseo caracteriza a la osteogénesis imperfecta?,Huesos frágiles.
Capítulo 6,Colagenopatías,¿Qué enfermedad puede asociarse a defectos de colágeno tipo III?,Síndrome de Ehlers-Danlos vascular.
Capítulo 6,Colagenopatías,¿Qué enfermedad se asocia con anticuerpos contra colágeno tipo IV?,Síndrome de Goodpasture.
Capítulo 6,Colagenopatías,¿Qué estructuras afecta el síndrome de Goodpasture?,Membranas basales glomerular y alveolar.
Capítulo 6,Colagenopatías,¿Qué enfermedad se asocia con mutación de colágeno tipo VII?,Epidermólisis ampollosa distrófica.
Capítulo 6,Colagenopatías,¿Qué ocurre en epidermólisis ampollosa distrófica?,El epitelio se desprende por debajo de la membrana basal.
Capítulo 6,Fibras reticulares,¿Qué colágeno forma las fibras reticulares?,Colágeno tipo III.
Capítulo 6,Fibras reticulares,¿Qué tipo de red forman las fibras reticulares?,Una malla laxa de fibras delgadas.
Capítulo 6,Fibras reticulares,¿Qué función principal tienen las fibras reticulares?,Formar un armazón de sostén para células.
Capítulo 6,Fibras reticulares,¿Qué tinción demuestra fibras reticulares?,Impregnación argéntica.
Capítulo 6,Fibras reticulares,¿Por qué las fibras reticulares son argirófilas?,Por su alto contenido de glucoproteínas asociadas.
Capítulo 6,Fibras reticulares,¿Qué tejido contiene fibras reticulares abundantes como estroma?,Tejido linfático.
Capítulo 6,Fibras reticulares,¿Qué tejido hematopoyético usa fibras reticulares como estroma?,Médula ósea roja.
Capítulo 6,Fibras reticulares,¿Qué órganos linfáticos tienen estroma de fibras reticulares?,Ganglios linfáticos y bazo.
Capítulo 6,Fibras reticulares,¿Qué órgano linfoide no tiene estroma reticular típico?,Timo.
Capítulo 6,Fibras reticulares,¿Qué células producen fibras reticulares en tejidos linfáticos y hematopoyéticos?,Células reticulares.
Capítulo 6,Fibras reticulares,¿Qué células producen fibras reticulares en la mayoría de otros sitios?,Fibroblastos.
Capítulo 6,Fibras reticulares,¿Qué célula produce fibras reticulares en el endoneuro?,Célula de Schwann.
Capítulo 6,Fibras reticulares,¿Qué célula produce fibras reticulares en túnica media vascular?,Célula muscular lisa.
Capítulo 6,Fibras reticulares,¿Qué célula produce fibras reticulares en la muscular del tubo digestivo?,Célula muscular lisa.
Capítulo 6,Fibras reticulares,¿Qué relación especial tiene la célula reticular con la fibra reticular?,La rodea con citoplasma y la aísla del resto del tejido.
Capítulo 6,Fibras reticulares,¿Qué indican muchas fibras reticulares en tejido en desarrollo o reparación?,Inmadurez relativa del tejido.
Capítulo 6,Fibras reticulares,¿Qué función tienen las fibras reticulares en heridas tempranas?,Aportan fuerza mecánica inicial.
Capítulo 6,Fibras reticulares,¿Qué reemplaza gradualmente a las fibras reticulares durante maduración o cicatrización?,Fibras de colágeno tipo I.
Capítulo 6,Fibras reticulares,¿Qué fibra es más fuerte que la fibra reticular en tejido maduro?,Fibra de colágeno tipo I.
Capítulo 6,Fibras reticulares,"¿Qué fibras rodean adipocitos, vasos pequeños y células musculares?",Fibras reticulares.
Capítulo 6,Fibras reticulares,¿Qué función tienen las fibras reticulares alrededor de vasos pequeños?,Sostén estructural fino.
Capítulo 6,Fibras reticulares,¿Qué fibra es más delgada: colágena tipo I o reticular?,Reticular.
Capítulo 6,Fibras reticulares,¿Qué diferencia molecular principal hay entre fibra colágena tipo I y fibra reticular?,La reticular contiene colágeno tipo III.
Capítulo 6,Fibras elásticas,¿Qué función principal tienen las fibras elásticas?,Permiten estiramiento y retorno elástico.
Capítulo 6,Fibras elásticas,¿Qué propiedad mecánica permite la elastina?,Elasticidad.
Capítulo 6,Fibras elásticas,¿Qué fibras limitan la distensibilidad excesiva de un tejido?,Fibras elásticas entrelazadas con colágeno.
Capítulo 6,Fibras elásticas,¿Cómo suelen organizarse las fibras elásticas?,En una red ramificada tridimensional.
Capítulo 6,Fibras elásticas,¿Cómo son las fibras elásticas en comparación con las fibras de colágeno?,Generalmente más delgadas.
Capítulo 6,Fibras elásticas,¿Qué células producen fibras elásticas?,"Fibroblastos, células musculares lisas, células endoteliales y condrocitos."
Capítulo 6,Fibras elásticas,¿Qué tinciones especiales tiñen fibras elásticas?,Orceína y resorcina-fucsina.
Capítulo 6,Fibras elásticas,¿Por qué las fibras elásticas no siempre se distinguen bien en H&E?,Porque se tiñen mal con eosina.
Capítulo 6,Fibras elásticas,¿Qué componente principal forma el centro amorfo de la fibra elástica?,Elastina.
Capítulo 6,Fibras elásticas,¿Qué estructuras rodean el centro de elastina en una fibra elástica?,Microfibrillas de fibrilina.
Capítulo 6,Fibras elásticas,¿Qué proteína forma las microfibrillas de la fibra elástica?,Fibrilina.
Capítulo 6,Fibras elásticas,¿Qué proteína aporta elasticidad principal a la fibra elástica?,Elastina.
Capítulo 6,Fibras elásticas,¿Qué proteína organiza el depósito de elastina durante formación de fibras elásticas?,Fibrilina.
Capítulo 6,Fibras elásticas,¿Qué molécula se secreta como precursor soluble de elastina?,Tropoelastina.
Capítulo 6,Fibras elásticas,¿Qué se forma por polimerización y enlaces cruzados de tropoelastina?,Elastina.
Capítulo 6,Fibras elásticas,¿Qué aminoácidos exclusivos de elastina participan en enlaces cruzados?,Desmosina e isodesmosina.
Capítulo 6,Fibras elásticas,¿Qué unen los enlaces cruzados de desmosina o isodesmosina?,Cuatro moléculas de elastina.
Capítulo 6,Fibras elásticas,¿Qué aminoácidos abundan en elastina?,Prolina y glicina.
Capítulo 6,Fibras elásticas,¿Qué aminoácidos hidrófobos abundan en elastina?,"Glicina, valina, prolina y leucina."
Capítulo 6,Fibras elásticas,¿Qué característica molecular permite el enrollamiento aleatorio de la elastina?,Abundantes regiones hidrófobas.
Capítulo 6,Fibras elásticas,¿Qué permite el enrollamiento aleatorio de la elastina?,Estiramiento y retorno a la forma original.
Capítulo 6,Fibras elásticas,¿Qué aminoácido hidroxilado es escaso en elastina comparada con colágeno?,Hidroxiprolina.
Capítulo 6,Fibras elásticas,¿Qué aminoácido hidroxilado falta por completo en elastina?,Hidroxilisina.
Capítulo 6,Fibras elásticas,¿Qué dominios de elastina participan en enlaces cruzados?,Dominios hidrófilos ricos en lisina y alanina.
Capítulo 6,Fibras elásticas,¿Qué gen codifica elastina?,ELN.
Capítulo 6,Fibras elásticas,¿En qué cromosoma se localiza el gen de elastina?,Cromosoma 7.
Capítulo 6,Fibras elásticas,¿Qué enfermedad puede producir una alteración del gen ELN?,Estenosis aórtica supravalvular.
Capítulo 6,Fibras elásticas,¿Qué otra enfermedad puede asociarse a defectos del gen ELN?,Síndrome de cutis laxo.
Capítulo 6,Fibras elásticas,¿Qué gen codifica fibrilina 1?,FBN1.
Capítulo 6,Fibras elásticas,¿Qué enfermedad se asocia con mutación de FBN1?,Síndrome de Marfan.
Capítulo 6,Fibras elásticas,¿Qué estructura de la fibra elástica se afecta en síndrome de Marfan?,Microfibrillas de fibrilina.
Capítulo 6,Material elástico,¿Dónde es primordial el material elástico extracelular?,"Ligamentos vertebrales, laringe y arterias elásticas."
Capítulo 6,Material elástico,¿Qué ligamentos vertebrales tienen abundante material elástico?,Ligamentos amarillos y ligamento nucal.
Capítulo 6,Material elástico,¿Qué estructura laríngea contiene fibras elásticas finas?,Cuerdas vocales.
Capítulo 6,Material elástico,¿Qué forma adopta el material elástico en arterias elásticas?,Laminillas fenestradas.
Capítulo 6,Material elástico,¿Qué son las laminillas fenestradas?,Láminas de elastina con aberturas.
Capítulo 6,Material elástico,¿Dónde se ubican las laminillas elásticas en arterias?,Entre capas concéntricas de músculo liso.
Capítulo 6,Material elástico,¿Qué célula produce material elástico en arterias elásticas?,Célula muscular lisa.
Capítulo 6,Material elástico,¿Qué diferencia tienen las laminillas elásticas arteriales frente a fibras elásticas?,No contienen microfibrillas.
Capítulo 6,Material elástico,¿Qué componente se observa en MET en laminillas elásticas arteriales?,Elastina amorfa.
Capítulo 6,Comparación de fibras,¿Qué fibra es más abundante en tejido conjuntivo?,Colágena.
Capítulo 6,Comparación de fibras,¿Qué fibra forma mallas finas de sostén?,Reticular.
Capítulo 6,Comparación de fibras,¿Qué fibra se ramifica y permite elasticidad?,Elástica.
Capítulo 6,Comparación de fibras,¿Qué fibra se tiñe bien con eosina?,Colágena.
Capítulo 6,Comparación de fibras,¿Qué fibra se tiñe bien con impregnación argéntica?,Reticular.
Capítulo 6,Comparación de fibras,¿Qué fibra se tiñe con orceína o resorcina-fucsina?,Elástica.
Capítulo 6,Comparación de fibras,¿Qué fibra contiene colágeno tipo III?,Reticular.
Capítulo 6,Comparación de fibras,¿Qué fibra contiene elastina y fibrilina?,Elástica.
Capítulo 6,Comparación de fibras,¿Qué fibra aporta más resistencia a tensión?,Colágena.
Capítulo 6,Comparación de fibras,¿Qué fibra aporta elasticidad?,Elástica.
Capítulo 6,Matriz extracelular,¿Qué es la matriz extracelular del tejido conjuntivo?,Una red estructural que rodea y sostiene las células.
Capítulo 6,Matriz extracelular,¿Qué componentes generales forman la matriz extracelular?,Fibras y sustancia fundamental.
Capítulo 6,Matriz extracelular,¿Qué fibras contiene la matriz extracelular?,"Colágenas, reticulares y elásticas."
Capítulo 6,Matriz extracelular,¿Qué moléculas forman la sustancia fundamental?,"Proteoglucanos, glucosaminoglucanos y glucoproteínas multiadhesivas."
Capítulo 6,Matriz extracelular,¿Qué función mecánica cumple la matriz extracelular?,Proporciona sostén estructural y fuerza tensora.
Capítulo 6,Matriz extracelular,¿Qué función bioquímica cumple la matriz extracelular?,Actúa como barrera bioquímica y regula funciones celulares.
Capítulo 6,Matriz extracelular,¿Qué función migratoria cumple la matriz extracelular?,Ofrece vías para migración celular.
Capítulo 6,Matriz extracelular,¿En qué proceso de reparación es importante la migración celular por la matriz extracelular?,Cicatrización de heridas.
Capítulo 6,Matriz extracelular,¿Qué puede retener la matriz extracelular para modular proliferación celular?,Factores de crecimiento.
Capítulo 6,Matriz extracelular,¿Qué proceso embrionario puede regular la matriz extracelular?,Desarrollo embrionario.
Capítulo 6,Matriz extracelular,¿Qué proceso celular puede regular la matriz extracelular?,Diferenciación celular.
Capítulo 6,Matriz extracelular,¿Qué tipo de información transmite la matriz extracelular a las células?,Cambios bioquímicos y mecánicos del entorno.
Capítulo 6,Matriz extracelular,¿Por qué la matriz extracelular se considera un sistema dinámico?,Porque interactúa con células y cambia su función según el entorno.
Capítulo 6,Matriz extracelular,¿Por qué la MEC del tejido conjuntivo laxo difiere de la del cartílago o hueso?,Porque cada tejido secreta proporciones distintas de moléculas de MEC.
Capítulo 6,Matriz extracelular,¿Qué receptores permiten transmitir señales desde la MEC hacia la célula?,Moléculas de adhesión célula-matriz.
Capítulo 6,Matriz extracelular,¿Qué moléculas de adhesión conectan células con la matriz extracelular?,Integrinas.
Capítulo 6,Sustancia fundamental,¿Qué es la sustancia fundamental?,La parte amorfa de la MEC entre células y fibras.
Capítulo 6,Sustancia fundamental,¿Qué consistencia tiene la sustancia fundamental?,"Viscosa, transparente y resbalosa."
Capítulo 6,Sustancia fundamental,¿Qué contenido explica la hidratación de la sustancia fundamental?,Alto contenido de agua.
Capítulo 6,Sustancia fundamental,¿Qué tres grupos moleculares forman la sustancia fundamental?,"GAG, proteoglucanos y glucoproteínas multiadhesivas."
Capítulo 6,Sustancia fundamental,¿Qué ocurre con la sustancia fundamental en preparados H&E rutinarios?,Se pierde durante fijación y deshidratación.
Capítulo 6,Sustancia fundamental,¿Cómo se ve la sustancia fundamental en H&E rutinaria?,Como un fondo vacío entre células y fibras.
Capítulo 6,Sustancia fundamental,¿Qué técnica puede conservar mejor la sustancia fundamental?,Congelación y desecación.
Capítulo 6,Sustancia fundamental,¿Qué tinciones pueden demostrar sustancia fundamental?,Colorantes básicos o PAS.
Capítulo 6,Sustancia fundamental,¿Por qué la sustancia fundamental se subestima en histología rutinaria?,Porque suele extraerse y no se ve bien.
Capítulo 6,Sustancia fundamental,¿Qué componente de la MEC ocupa espacios entre células y fibras?,La sustancia fundamental.
Capítulo 6,Sustancia fundamental,¿Qué componente de la MEC permite difusión de nutrientes y desechos?,La sustancia fundamental hidratada.
Capítulo 6,Sustancia fundamental,¿Qué componente de la MEC resiste compresión por su hidratación?,Sustancia fundamental rica en GAG y proteoglucanos.
Capítulo 6,Glucosaminoglucanos,¿Qué significa GAG?,Glucosaminoglucano.
Capítulo 6,Glucosaminoglucanos,¿Qué son los GAG?,"Polisacáridos largos, no ramificados, con disacáridos repetidos."
Capítulo 6,Glucosaminoglucanos,¿Qué tipo de moléculas son los GAG?,Heteropolisacáridos.
Capítulo 6,Glucosaminoglucanos,¿Qué moléculas son los heteropolisacáridos más abundantes de la sustancia fundamental?,GAG.
Capítulo 6,Glucosaminoglucanos,¿Qué unidades forman los GAG?,Disacáridos repetidos.
Capítulo 6,Glucosaminoglucanos,¿Qué dos tipos de azúcares modificados pueden aparecer en los GAG?,N-acetilgalactosamina o N-acetilglucosamina.
Capítulo 6,Glucosaminoglucanos,¿Qué ácido urónico puede aparecer en los GAG?,Glucuronato o iduronato.
Capítulo 6,Glucosaminoglucanos,¿Qué grupos dan carga negativa a muchos GAG?,Grupos sulfato y carboxilo.
Capítulo 6,Glucosaminoglucanos,¿Qué carga eléctrica tienen los GAG?,Carga negativa alta.
Capítulo 6,Glucosaminoglucanos,¿Qué atraen los GAG por su carga negativa?,Cationes y agua.
Capítulo 6,Glucosaminoglucanos,¿Qué propiedad física aportan los GAG a la sustancia fundamental?,Hidratación y resistencia a compresión.
Capítulo 6,Glucosaminoglucanos,¿Por qué los GAG forman geles hidratados?,Porque atraen agua por sus cargas negativas.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG no se une covalentemente a una proteína central?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG es el más largo y grande?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué otro nombre recibe el hialuronato?,Ácido hialurónico.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG puede formar agregados enormes con proteoglucanos?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG se encuentra en líquido sinovial?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG aporta viscosidad al líquido sinovial?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG se modifica para formar heparina?,Heparán-sulfato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG se modifica a partir de condroitín-sulfato?,Dermatán-sulfato.
Capítulo 6,Glucosaminoglucanos,¿Dónde se sintetizan la mayoría de GAG sulfatados?,Aparato de Golgi.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG se sintetiza en la membrana plasmática?,Hialuronato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG se asocia a cartílago por resistencia a compresión?,Condroitín-sulfato.
Capítulo 6,Glucosaminoglucanos,"¿Qué GAG se asocia a córnea, cartílago y hueso?",Queratán-sulfato.
Capítulo 6,Glucosaminoglucanos,"¿Qué GAG es abundante en piel, vasos sanguíneos y válvulas cardíacas?",Dermatán-sulfato.
Capítulo 6,Glucosaminoglucanos,¿Qué GAG es común en láminas basales y superficies celulares?,Heparán-sulfato.
Capítulo 6,Proteoglucanos,¿Qué es un proteoglucano?,Una proteína central con cadenas de GAG unidas covalentemente.
Capítulo 6,Proteoglucanos,¿Qué parte proteica tienen los proteoglucanos?,Una proteína central.
Capítulo 6,Proteoglucanos,¿Qué parte glucídica tienen los proteoglucanos?,Cadenas laterales de GAG.
Capítulo 6,Proteoglucanos,¿Qué moléculas de la sustancia fundamental están formadas por proteína central y GAG?,Proteoglucanos.
Capítulo 6,Proteoglucanos,¿Qué moléculas son responsables de muchas propiedades físicas de la sustancia fundamental?,Proteoglucanos.
Capítulo 6,Proteoglucanos,¿Por qué los proteoglucanos atraen agua?,Porque sus GAG tienen carga negativa.
Capítulo 6,Proteoglucanos,¿Qué función mecánica tienen los proteoglucanos hidratados?,Resisten fuerzas de compresión.
Capítulo 6,Proteoglucanos,¿Qué moléculas pueden retener los proteoglucanos además de agua?,Factores de crecimiento.
Capítulo 6,Proteoglucanos,¿Qué movimiento regulan los agregados de proteoglucanos en la MEC?,"Movimiento de macromoléculas, microorganismos y células."
Capítulo 6,Proteoglucanos,¿Qué papel pueden tener los proteoglucanos frente a células neoplásicas metastásicas?,Regular su migración por la MEC.
Capítulo 6,Proteoglucanos,¿Qué proteoglucano grande es típico del cartílago?,Agrecano.
Capítulo 6,Proteoglucanos,¿Qué proteoglucano transmembrana se une al citoesqueleto y a la MEC?,Sindecano.
Capítulo 6,Proteoglucanos,¿Qué proteoglucano de lámina basal contiene heparán-sulfato?,Perlecano.
Capítulo 6,Proteoglucanos,¿Qué proteoglucano se une al hialuronato en cartílago?,Agrecano.
Capítulo 6,Agregados de proteoglucanos,¿Qué es un agregado de proteoglucanos?,Macromolécula gigante formada por proteoglucanos unidos a hialuronato.
Capítulo 6,Agregados de proteoglucanos,¿Qué GAG sirve como eje de los agregados de proteoglucanos?,Hialuronato.
Capítulo 6,Agregados de proteoglucanos,¿Qué une proteoglucanos al hialuronato?,Proteínas de enlace.
Capítulo 6,Agregados de proteoglucanos,¿Qué molécula central sostiene muchos monómeros de proteoglucanos en un agregado?,Hialuronato.
Capítulo 6,Agregados de proteoglucanos,¿Qué propiedad física aportan los agregados de proteoglucanos?,Alta hidratación y resistencia a compresión.
Capítulo 6,Agregados de proteoglucanos,¿Por qué los agregados de proteoglucanos dificultan el paso de moléculas grandes?,Porque forman un gel hidratado y denso.
Capítulo 6,Agregados de proteoglucanos,¿Qué tejido especializado depende mucho de agregados de proteoglucanos?,Cartílago.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué son las glucoproteínas multiadhesivas?,Proteínas de la MEC con sitios de unión para varias moléculas.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué función general tienen las glucoproteínas multiadhesivas?,Organizan interacciones entre células y MEC.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué receptores celulares se unen a glucoproteínas multiadhesivas?,Integrinas.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué moléculas de la MEC pueden unirse a glucoproteínas multiadhesivas?,"Colágenos, proteoglucanos y GAG."
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué glucoproteína multiadhesiva es abundante en tejido conjuntivo?,Fibronectina.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué glucoproteína multiadhesiva es importante en lámina basal?,Laminina.
Capítulo 6,Glucoproteínas multiadhesivas,¿Qué glucoproteína multiadhesiva aparece en desarrollo embrionario y reparación tisular?,Tenascina.
Capítulo 6,Fibronectina,¿Qué glucoproteína multiadhesiva une células con colágeno y proteoglucanos?,Fibronectina.
Capítulo 6,Fibronectina,¿Qué receptores celulares se unen a fibronectina?,Integrinas.
Capítulo 6,Fibronectina,¿Qué secuencia de fibronectina reconocen muchas integrinas?,RGD.
Capítulo 6,Fibronectina,¿Qué significa la secuencia RGD?,Arginina-glicina-ácido aspártico.
Capítulo 6,Fibronectina,¿Qué función tiene la fibronectina en cicatrización?,Facilita adhesión y migración celular.
Capítulo 6,Fibronectina,¿Qué función tiene la fibronectina en la MEC?,Conectar células con componentes de la matriz.
Capítulo 6,Fibronectina,¿Qué forma soluble de fibronectina circula en sangre?,Fibronectina plasmática.
Capítulo 6,Fibronectina,¿Qué forma de fibronectina se deposita en matriz extracelular?,Fibronectina celular.
Capítulo 6,Laminina,¿Qué glucoproteína multiadhesiva es esencial en lámina basal?,Laminina.
Capítulo 6,Laminina,¿Qué forma molecular típica tiene la laminina?,Forma de cruz.
Capítulo 6,Laminina,¿Qué une la laminina en la lámina basal?,"Receptores celulares, colágeno IV, entactina y proteoglucanos."
Capítulo 6,Laminina,¿Qué receptores celulares se unen a laminina?,Integrinas y receptores de laminina.
Capítulo 6,Laminina,¿Qué función tiene la laminina en lámina basal?,Organizar adhesión y ensamblaje de la lámina basal.
Capítulo 6,Tenascina,¿Qué glucoproteína multiadhesiva se expresa durante morfogénesis y reparación?,Tenascina.
Capítulo 6,Tenascina,¿En qué procesos aumenta la tenascina?,"Desarrollo embrionario, cicatrización y crecimiento tumoral."
Capítulo 6,Tenascina,¿Qué función general cumple la tenascina?,Modula adhesión y migración celular.
Capítulo 6,MEC y comunicación celular,¿Cómo influye la MEC en la comunicación celular?,Interactúa con receptores y transmite señales al interior celular.
Capítulo 6,MEC y comunicación celular,¿Qué receptores convierten señales mecánicas de la MEC en respuestas celulares?,Integrinas.
Capítulo 6,MEC y comunicación celular,¿Qué tipo de señal transmite la MEC durante deformación o tensión?,Señales mecánicas.
Capítulo 6,MEC y comunicación celular,¿Qué proceso convierte estímulos mecánicos de la MEC en señal celular?,Mecanotransducción.
Capítulo 6,MEC y comunicación celular,¿Qué moléculas de la MEC pueden modular proliferación al quedar retenidas?,Factores de crecimiento.
Capítulo 6,MEC y comunicación celular,¿Por qué la MEC influye en diferenciación celular?,Porque presenta señales bioquímicas y mecánicas a las células.
Capítulo 6,MEC y migración celular,¿Qué función de la MEC permite la reparación de heridas?,Proveer rutas para migración celular.
Capítulo 6,MEC y migración celular,¿Qué células migran por la MEC durante cicatrización?,"Fibroblastos, células endoteliales y células inmunitarias."
Capítulo 6,MEC y migración celular,¿Qué molécula multiadhesiva ayuda a la migración celular en heridas?,Fibronectina.
Capítulo 6,MEC y migración celular,¿Qué estructura celular se une a la MEC para migrar?,Adhesiones focales.
Capítulo 6,MEC y barrera,¿Qué función tiene la MEC como barrera bioquímica?,Regula el paso y distribución de moléculas en el tejido.
Capítulo 6,MEC y barrera,¿Qué componentes de la MEC dificultan la difusión libre de macromoléculas?,Agregados de proteoglucanos.
Capítulo 6,MEC y barrera,¿Qué componentes de la MEC retienen gran cantidad de agua?,GAG y proteoglucanos.
Capítulo 6,MEC y barrera,¿Qué propiedad de los GAG hace que retengan agua?,Su alta carga negativa.
Capítulo 6,Células del tejido conjuntivo,¿Cómo se clasifican las células del tejido conjuntivo según su permanencia?,En residentes y errantes.
Capítulo 6,Células del tejido conjuntivo,¿Qué son las células residentes del tejido conjuntivo?,Células relativamente estables y poco migrantes.
Capítulo 6,Células del tejido conjuntivo,¿Qué son las células errantes del tejido conjuntivo?,Células transitorias que migran desde vasos sanguíneos.
Capítulo 6,Células del tejido conjuntivo,¿Qué células residentes incluye el tejido conjuntivo?,"Fibroblastos, miofibroblastos, macrófagos, adipocitos, mastocitos y células madre adultas."
Capítulo 6,Células del tejido conjuntivo,¿Qué células errantes incluye el tejido conjuntivo?,"Linfocitos, células plasmáticas, neutrófilos, eosinófilos, basófilos y monocitos."
Capítulo 6,Células del tejido conjuntivo,¿Qué célula es la principal del tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibroblastos,¿Qué función principal tienen los fibroblastos?,Sintetizar y mantener la matriz extracelular.
Capítulo 6,Fibroblastos,¿Qué célula sintetiza colágeno en el tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibroblastos,¿Qué célula sintetiza fibras elásticas en el tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibroblastos,¿Qué célula sintetiza fibras reticulares en el tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibroblastos,¿Qué célula sintetiza sustancia fundamental en tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibroblastos,¿Qué componentes de la MEC sintetizan los fibroblastos?,"Colágeno, elastina, proteoglucanos y glucoproteínas multiadhesivas."
Capítulo 6,Fibroblastos,¿Qué forma tienen los fibroblastos activos?,Alargada o fusiforme.
Capítulo 6,Fibroblastos,¿Qué aspecto nuclear tiene un fibroblasto activo?,Núcleo claro y ovoide.
Capítulo 6,Fibroblastos,¿Por qué el núcleo del fibroblasto activo suele verse pálido?,Porque contiene cromatina laxa.
Capítulo 6,Fibroblastos,¿Qué organelos abundan en fibroblastos activos?,RER y aparato de Golgi.
Capítulo 6,Fibroblastos,¿Por qué los fibroblastos activos tienen RER abundante?,Porque sintetizan proteínas de la MEC.
Capítulo 6,Fibroblastos,¿Qué aspecto citoplasmático puede tener un fibroblasto activado con H&E?,Citoplasma basófilo.
Capítulo 6,Fibroblastos,¿Qué indica la basofilia citoplasmática en un fibroblasto?,Alta síntesis proteica por abundante RER.
Capítulo 6,Fibroblastos,¿En qué situaciones se activan los fibroblastos?,Crecimiento activo y cicatrización de heridas.
Capítulo 6,Fibroblastos,¿Qué forma tiene un fibroblasto inactivo o fibrocito?,Más pequeño y fusiforme.
Capítulo 6,Fibroblastos,¿Qué aspecto nuclear tiene un fibrocito?,Núcleo alargado y más heterocromático.
Capítulo 6,Fibroblastos,¿Qué organelos disminuyen en un fibrocito?,RER y aparato de Golgi.
Capítulo 6,Fibroblastos,¿Qué diferencia funcional hay entre fibroblasto y fibrocito?,El fibroblasto sintetiza MEC activamente; el fibrocito es menos activo.
Capítulo 6,Fibroblastos,¿Qué célula conjuntiva puede transformarse en miofibroblasto durante reparación?,Fibroblasto.
Capítulo 6,Fibroblastos,¿Qué célula produce tejido conjuntivo nuevo durante cicatrización?,Fibroblasto activado.
Capítulo 6,Miofibroblastos,¿Qué es un miofibroblasto?,Célula conjuntiva con propiedades de fibroblasto y músculo liso.
Capítulo 6,Miofibroblastos,¿Qué propiedad contráctil tienen los miofibroblastos?,Contienen filamentos de actina y miosina no muscular.
Capítulo 6,Miofibroblastos,¿Qué isoforma de actina expresa el miofibroblasto?,Actina alfa de músculo liso.
Capítulo 6,Miofibroblastos,¿Qué sigla se usa para actina alfa de músculo liso?,α-SMA.
Capítulo 6,Miofibroblastos,¿Qué factor regula la expresión de α-SMA en miofibroblastos?,TGF-β1.
Capítulo 6,Miofibroblastos,¿Qué factor de crecimiento induce diferenciación hacia miofibroblasto?,TGF-β1.
Capítulo 6,Miofibroblastos,¿Qué forma tienen los miofibroblastos?,Alargada y fusiforme.
Capítulo 6,Miofibroblastos,¿Qué estructura contráctil atraviesa el citoplasma del miofibroblasto?,Fascículos de actina.
Capítulo 6,Miofibroblastos,¿Qué unión conecta actina del miofibroblasto con la MEC?,Fibronexo.
Capítulo 6,Miofibroblastos,¿Qué estructura del miofibroblasto se parece a una adhesión focal?,Fibronexo.
Capítulo 6,Miofibroblastos,¿Qué función cumple el fibronexo?,Transmite fuerza contráctil del miofibroblasto a la MEC.
Capítulo 6,Miofibroblastos,¿Qué función tienen los miofibroblastos en heridas?,Contraen la herida.
Capítulo 6,Miofibroblastos,¿Qué células ayudan a reducir el tamaño de una herida durante cicatrización?,Miofibroblastos.
Capítulo 6,Miofibroblastos,¿Qué ocurre con los miofibroblastos al finalizar la reparación normal?,Desaparecen por apoptosis.
Capítulo 6,Miofibroblastos,¿Qué puede causar persistencia anormal de miofibroblastos?,Fibrosis.
Capítulo 6,Miofibroblastos,¿Por qué los miofibroblastos son difíciles de identificar en H&E?,Porque se parecen a fibroblastos.
Capítulo 6,Macrófagos,¿De qué célula sanguínea derivan los macrófagos?,Del monocito.
Capítulo 6,Macrófagos,¿Qué tipo de célula es el macrófago por su función principal?,Célula fagocítica.
Capítulo 6,Macrófagos,¿Qué organelos abundan en macrófagos?,"Lisosomas, endosomas y fagolisosomas."
Capítulo 6,Macrófagos,¿Qué forma nuclear típica puede tener un macrófago?,Núcleo arriñonado o con escotadura.
Capítulo 6,Macrófagos,¿Qué estructura superficial ayuda al macrófago a fagocitar?,Evaginaciones o pliegues de la membrana.
Capítulo 6,Macrófagos,¿Qué función de limpieza tienen los macrófagos?,Fagocitan detritos celulares.
Capítulo 6,Macrófagos,¿Qué función defensiva tienen los macrófagos?,Fagocitan microorganismos.
