chapter	subtopic	front	back
Capítulo 14	Educación tímica	¿Qué moléculas expresa el timocito doble positivo?	TCR, CD3, CD4 y CD8.
Capítulo 14	Educación tímica	¿Qué comprueba la selección positiva?	Que el TCR reconozca MHC propio con afinidad suficiente para sobrevivir.
Capítulo 14	Educación tímica	¿Dónde ocurre principalmente la selección positiva?	En la corteza tímica.
Capítulo 14	Educación tímica	¿Qué células presentan péptidos durante la selección positiva?	Las células epiteliorreticulares tipos II y III.
Capítulo 14	Educación tímica	¿Qué ocurre si un timocito no reconoce MHC propio?	Muere por negligencia mediante apoptosis.
Capítulo 14	Educación tímica	¿En qué se convierte un timocito que reconoce MHC I?	En un linfocito T CD8⁺.
Capítulo 14	Educación tímica	¿En qué se convierte un timocito que reconoce MHC II?	En un linfocito T CD4⁺.
Capítulo 14	Educación tímica	¿Qué comprueba la selección negativa?	Que el TCR no reaccione con gran avidez contra péptidos propios.
Capítulo 14	Educación tímica	¿Dónde ocurre principalmente la selección negativa?	En la médula tímica.
Capítulo 14	Educación tímica	¿Qué ocurre con los timocitos fuertemente autorreactivos?	Se eliminan por apoptosis.
Capítulo 14	Educación tímica	¿Cómo salen del timo las células que superan ambas selecciones?	Como linfocitos T maduros pero vírgenes.
Capítulo 14	Educación tímica	¿Qué propiedad inmunitaria produce la educación tímica?	Autotolerancia.
Capítulo 14	Educación tímica	¿Qué sustancias de las células epiteliorreticulares favorecen la educación tímica?	IL-4, IL-7, factores estimulantes de colonias e IFN-γ.
Capítulo 14	Bazo	¿Cuál es el órgano linfático más grande?	El bazo.
Capítulo 14	Bazo	¿Dónde se localiza el bazo?	En el cuadrante superior izquierdo del abdomen.
Capítulo 14	Bazo	¿Qué fluido filtra el bazo?	La sangre.
Capítulo 14	Bazo	¿Tiene el bazo conexión directa con la circulación linfática?	No.
Capítulo 14	Bazo	¿De qué tejido está formada la cápsula esplénica?	Tejido conjuntivo denso.
Capítulo 14	Bazo	¿Qué células contráctiles contiene la cápsula y las trabéculas esplénicas?	Miofibroblastos.
Capítulo 14	Bazo	¿Por dónde pasan la arteria, vena, nervios y vasos linfáticos del bazo?	Por el hilio.
Capítulo 14	Bazo	¿Dónde se originan los vasos linfáticos esplénicos?	En la pulpa blanca cerca de las trabéculas.
Capítulo 14	Bazo	¿Cuáles son las dos regiones de la pulpa esplénica?	Pulpa blanca y pulpa roja.
Capítulo 14	Pulpa blanca	¿Alrededor de qué vaso se organiza la pulpa blanca?	De la arteria central.
Capítulo 14	Pulpa blanca	¿Qué significa VLPA?	Vaina linfática periarterial.
Capítulo 14	Pulpa blanca	¿Qué linfocitos predominan en la VLPA?	Linfocitos T.
Capítulo 14	Pulpa blanca	¿Qué linfocitos predominan en los nódulos esplénicos?	Linfocitos B.
Capítulo 14	Pulpa blanca	¿Por qué la pulpa blanca es basófila con H&E?	Por la heterocromatina densa de numerosos linfocitos.
Capítulo 14	Pulpa blanca	¿Qué posición adopta la arteria central cuando la VLPA forma un nódulo?	Una posición excéntrica.
Capítulo 14	Pulpa blanca	¿Qué estructura permite distinguir una VLPA de un nódulo linfático común?	La arteria central.
Capítulo 14	Pulpa blanca	¿Hay vénulas de endotelio alto en el bazo?	No.
Capítulo 14	Pulpa blanca	¿Qué receptores orientan a los linfocitos B y T dentro del bazo?	CXCR5 en B y CCR7 en T.
Capítulo 14	Pulpa blanca	¿Qué regula la salida de linfocitos de la pulpa blanca?	La vía de esfingosina-1-fosfato.
Capítulo 14	Pulpa blanca	¿Qué porcentaje aproximado de linfocitos circula por el bazo cada 24 horas?	Cerca del 50%.
Capítulo 14	Pulpa blanca	¿Cuánto tardan en aparecer centros germinativos esplénicos tras el antígeno?	Unas 24 horas.
Capítulo 14	Pulpa blanca	¿Qué otro nombre reciben los nódulos esplénicos grandes?	Corpúsculos de Malpighi.
Capítulo 14	Pulpa roja	¿Qué estructuras componen la pulpa roja?	Senos esplénicos y cordones esplénicos de Billroth.
Capítulo 14	Pulpa roja	¿Por qué la pulpa roja tiene ese color?	Por su abundancia de eritrocitos.
Capítulo 14	Pulpa roja	¿Qué colágenos contienen las fibras reticulares de los cordones esplénicos?	Tipos III y V.
Capítulo 14	Pulpa roja	¿Qué fagocitan principalmente los macrófagos de la pulpa roja?	Eritrocitos dañados y material que debe retirarse de la sangre.
Capítulo 14	Pulpa roja	¿En qué formas almacenan hierro los macrófagos esplénicos?	Ferritina y hemosiderina.
Capítulo 14	Pulpa roja	¿Qué reserva leucocitaria importante contienen los cordones esplénicos?	Una reserva de monocitos.
Capítulo 14	Pulpa roja	¿Cómo se compara la reserva esplénica de monocitos con la cantidad circulante?	Es mayor.
Capítulo 14	Senos esplénicos	¿Qué forma tienen las células endoteliales de los senos esplénicos?	Forma de bastón.
Capítulo 14	Senos esplénicos	¿Cómo se orienta el eje largo de las células endoteliales sinusoidales?	Paralelo al eje del seno.
Capítulo 14	Senos esplénicos	¿Qué permiten los espacios entre células endoteliales?	El paso de eritrocitos entre cordones y senos.
Capítulo 14	Senos esplénicos	¿Qué filamentos sugieren capacidad contráctil en el endotelio sinusoidal?	Filamentos de actina y similares a miosina.
Capítulo 14	Senos esplénicos	¿Es continua la lámina basal de los senos esplénicos?	No.
Capítulo 14	Senos esplénicos	¿Cómo se disponen las bandas de lámina basal alrededor del seno?	Como anillos alrededor de un barril.
Capítulo 14	Senos esplénicos	¿Qué contiene la lámina basal discontinua del seno?	Colágeno IV y laminina.
Capítulo 14	Senos esplénicos	¿Qué tinciones revelan las bandas de lámina basal sinusoidal?	Impregnación argéntica o PAS.
Capítulo 14	Senos esplénicos	¿Hay músculo liso o pericitos en la pared de los senos esplénicos?	No.
Capítulo 14	Circulación esplénica	¿Cuál es la secuencia arterial dentro del bazo?	Arteria trabecular, arteria central, arteriolas peniciladas y capilares.
Capítulo 14	Circulación esplénica	¿Qué son las arteriolas peniciladas?	Ramas rectas de la arteria central en la pulpa roja.
Capítulo 14	Circulación esplénica	¿Qué rodea a los capilares envainados?	Cúmulos de macrófagos.
Capítulo 14	Circulación esplénica	¿Dónde desembocan los capilares envainados en humanos?	En la malla reticular de los cordones esplénicos.
Capítulo 14	Circulación esplénica	¿Qué tipo de circulación esplénica poseen los humanos?	Circulación completamente abierta.
Capítulo 14	Circulación esplénica	¿Qué caracteriza a la circulación abierta?	La sangre sale de los capilares hacia los cordones antes de entrar en los senos.
Capítulo 14	Circulación esplénica	¿Qué caracteriza a la circulación cerrada?	Los capilares desembocan directamente en los senos.
Capítulo 14	Circulación esplénica	¿Poseen los humanos senos marginales esplénicos?	No.
Capítulo 14	Circulación esplénica	¿Qué ventaja inmunitaria ofrece la circulación abierta?	Expone eficazmente la sangre a los macrófagos de la pulpa roja.
Capítulo 14	Circulación esplénica	¿Cuál es la secuencia venosa de salida del bazo?	Senos, venas trabeculares y vena esplénica.
Capítulo 14	Circulación esplénica	¿Con qué venas se une la vena esplénica para formar la porta hepática?	Con las venas que drenan el intestino.
Capítulo 14	Funciones del bazo	¿Qué células presentan antígenos sanguíneos en el bazo?	Principalmente células dendríticas y macrófagos.
Capítulo 14	Funciones del bazo	¿Dónde ocurre la activación de linfocitos y producción de anticuerpos en el bazo?	En la pulpa blanca.
Capítulo 14	Funciones del bazo	¿Qué elementos envejecidos elimina el bazo?	Eritrocitos y plaquetas.
Capítulo 14	Funciones del bazo	¿Qué componente de la hemoglobina recupera el bazo?	El hierro.
Capítulo 14	Funciones del bazo	¿Cuándo participa el bazo en la formación de eritrocitos?	Durante la vida fetal inicial.
Capítulo 14	Funciones del bazo	¿Dónde se degrada el grupo hemo tras la eliminación eritrocitaria?	En macrófagos, hasta formar bilirrubina.
Capítulo 14	Funciones del bazo	¿Dónde se conjuga la bilirrubina derivada del hemo?	En el hígado.
Capítulo 14	Funciones del bazo	¿Por qué quedan atrapados con mayor facilidad los eritrocitos envejecidos?	Porque se vuelven más rígidos.
Capítulo 14	Funciones del bazo	¿Qué anticuerpo opsoniza la banda 3 de eritrocitos envejecidos?	IgG antibanda 3.
Capítulo 14	Funciones del bazo	¿Es indispensable el bazo para la vida?	No.
Capítulo 14	Funciones del bazo	¿Qué órganos asumen parte de la eliminación eritrocitaria tras esplenectomía?	Médula ósea e hígado.
Capítulo 14	Funciones del bazo	¿Qué riesgo aumenta después de una esplenectomía?	El de infecciones graves por patógenos sanguíneos.
Capítulo 14	Marcadores CD	¿Qué marcador forma parte del complejo del TCR y transduce su señal?	CD3.
Capítulo 14	Marcadores CD	¿Qué marcador de linfocitos T cooperadores interactúa con MHC II?	CD4.
Capítulo 14	Marcadores CD	¿Qué marcador de linfocitos T citotóxicos interactúa con MHC I?	CD8.
Capítulo 14	Marcadores CD	¿Qué marcador comparten linfocitos T y NK y participa en adhesión?	CD2.
Capítulo 14	Marcadores CD	¿Qué marcador se encuentra en todos los leucocitos?	CD45.
Capítulo 14	Marcadores CD	¿Qué isoforma de CD45 caracteriza a muchos linfocitos T de memoria?	CD45RO.
Capítulo 14	Marcadores CD	¿Qué marcador identifica células madre hematopoyéticas?	CD34.
Capítulo 14	Marcadores CD	¿Qué marcador es característico de los linfocitos B?	CD19.
Capítulo 14	Marcadores CD	¿Qué marcador B también funciona como receptor para el virus de Epstein-Barr?	CD21.
Capítulo 14	Marcadores CD	¿Qué ligando del complemento reconoce CD21?	C3d.
Capítulo 14	Marcadores CD	¿Qué marcador B es una diana terapéutica común y se expresa en linfocitos B maduros?	CD20.
Capítulo 14	Marcadores CD	¿Qué marcador corresponde al receptor α de IL-2?	CD25.
Capítulo 14	Marcadores CD	¿Qué marcador de NK es receptor Fc para IgG y participa en CMCDA?	CD16a.
Capítulo 14	Marcadores CD	¿Qué marcador se expresa de forma característica en NK?	CD56.
Capítulo 14	Marcadores CD	¿Qué moléculas coestimuladoras de la APC se unen a CD28?	CD80 y CD86.
Capítulo 14	Marcadores CD	¿Qué marcador de linfocito T activado se une a CD40?	CD40L.
Capítulo 14	Marcadores CD	¿Qué selectina endotelial corresponde a CD62E?	La selectina E.
Capítulo 14	Marcadores CD	¿Qué selectina leucocitaria corresponde a CD62L?	La selectina L.
Capítulo 14	VIH y sida	¿Qué tipo de virus es el VIH?	Un retrovirus de ARN.
Capítulo 14	VIH y sida	¿Qué enzima convierte el ARN del VIH en ADN?	La transcriptasa inversa.
Capítulo 14	VIH y sida	¿Qué glucoproteína viral se une primero a CD4?	La gp120.
Capítulo 14	VIH y sida	¿Qué correceptor celular utiliza con frecuencia el VIH junto con CD4?	CCR5.
Capítulo 14	VIH y sida	¿Qué proteína viral media la fusión con la membrana celular?	La gp41.
Capítulo 14	VIH y sida	¿Qué enzima inserta el ADN viral en el genoma de la célula?	La integrasa.
Capítulo 14	VIH y sida	¿Cómo se denomina el ADN viral integrado en el genoma celular?	Provirus.
Capítulo 14	VIH y sida	¿Qué linfocito es la diana principal del VIH?	El linfocito T CD4⁺.
Capítulo 14	VIH y sida	¿Qué células destruyen linfocitos T CD4⁺ infectados por VIH?	Los linfocitos T CD8⁺ citotóxicos.
Capítulo 14	VIH y sida	¿Qué parámetro celular disminuye al progresar la infección por VIH?	El recuento de linfocitos T CD4⁺.
Capítulo 14	VIH y sida	¿Por qué aparecen infecciones oportunistas en el sida?	Por la pérdida progresiva de linfocitos T CD4⁺ y de la coordinación inmunitaria.
Capítulo 14	VIH y sida	¿Cuánto puede durar el período de incubación del VIH según el texto?	Hasta 11 años.
Capítulo 14	VIH y sida	¿Qué enzima viral inhibe la zidovudina o AZT?	La transcriptasa inversa.
Capítulo 14	VIH y sida	¿Por qué se combinan varios antirretrovirales?	Para atacar distintas etapas y reducir la aparición de resistencia.
Capítulo 14	Comparación de órganos	¿Qué estructura linfática vigila principalmente las membranas mucosas?	Los nódulos y el tejido linfático de BALT, GALT y MALT.
Capítulo 14	Comparación de órganos	¿Qué órgano desarrolla linfocitos T inmunocompetentes?	El timo.
Capítulo 14	Comparación de órganos	¿Qué órgano genera respuestas frente a antígenos de la linfa?	El ganglio linfático.
Capítulo 14	Comparación de órganos	¿Qué órgano genera respuestas frente a antígenos circulantes?	El bazo.
Capítulo 14	Comparación de órganos	¿Qué órganos linfáticos principales poseen corteza y médula?	El ganglio linfático y el timo.
Capítulo 14	Comparación de órganos	¿Qué órgano encapsulado contiene nódulos solo en la corteza superficial?	El ganglio linfático.
Capítulo 14	Comparación de órganos	¿Qué órgano contiene nódulos solo en la pulpa blanca?	El bazo.
Capítulo 14	Comparación de órganos	¿Qué órgano posee senos subcapsular, trabeculares y medulares?	El ganglio linfático.
Capítulo 14	Comparación de órganos	¿Qué órgano posee lobulillos y corpúsculos de Hassall?	El timo.
Capítulo 14	Comparación de órganos	¿Qué órgano posee VLPA, cordones de Billroth y senos esplénicos?	El bazo.
Capítulo 14	Comparación de órganos	¿Qué estructuras poseen VEA según la tabla comparativa?	Ganglios y nódulos bien establecidos de amígdalas, apéndice y placas de Peyer.
Capítulo 14	Comparación de órganos	¿Qué órganos principales carecen de VEA?	El timo y el bazo.
