chapter,subtopic,front,back
Capítulo 11,Distrofina,¿Qué enfermedad se asocia con defecto de distrofina?,Distrofia muscular de Duchenne.
Capítulo 11,Distrofina,¿Qué distrofia muscular se parece a Duchenne pero progresa más lento?,Distrofia muscular de Becker.
Capítulo 11,Ciclo de puentes transversales,¿Qué nombre recibe el ciclo contráctil entre actina y miosina en músculo esquelético?,Ciclo de los puentes transversales de actomiosina.
Capítulo 11,Ciclo de puentes transversales,¿Qué es el ciclo de puentes transversales de actomiosina?,Serie de fenómenos bioquímicos y mecánicos acoplados.
Capítulo 11,Ciclo de puentes transversales,¿Qué proteína convierte energía química en fuerza mecánica durante el ciclo?,Miosina.
Capítulo 11,Ciclo de puentes transversales,¿Qué actividad enzimática de la miosina impulsa el ciclo?,Actividad ATPasa.
Capítulo 11,Ciclo de puentes transversales,¿Cuántas etapas tiene el ciclo de puentes transversales?,Cinco.
Capítulo 11,Ciclo de puentes transversales,¿Cuáles son las etapas del ciclo de puentes transversales?,"Adhesión, separación, flexión, generación de fuerza y readhesión."
Capítulo 11,Ciclo de puentes transversales,¿Cuál es la primera etapa del ciclo de puentes transversales?,Adhesión.
Capítulo 11,Ciclo de puentes transversales,¿Cuál es la segunda etapa del ciclo de puentes transversales?,Separación.
Capítulo 11,Ciclo de puentes transversales,¿Cuál es la tercera etapa del ciclo de puentes transversales?,Flexión.
Capítulo 11,Ciclo de puentes transversales,¿Cuál es la cuarta etapa del ciclo de puentes transversales?,Generación de fuerza.
Capítulo 11,Ciclo de puentes transversales,¿Cuál es la quinta etapa del ciclo de puentes transversales?,Readhesión.
Capítulo 11,Adhesión actomiosina,¿Qué ocurre en la etapa de adhesión del ciclo actomiosina?,La cabeza de miosina está unida fuertemente a actina.
Capítulo 11,Adhesión actomiosina,¿Qué molécula está ausente en la etapa de adhesión inicial?,ATP.
Capítulo 11,Adhesión actomiosina,¿Qué conformación tiene la cabeza de miosina durante la adhesión?,Erguida.
Capítulo 11,Adhesión actomiosina,¿Qué configuración de actomiosina se asocia con ausencia de ATP?,Configuración de rigidez.
Capítulo 11,Adhesión actomiosina,¿Qué causa la rigidez cadavérica en términos de actomiosina?,Falta de ATP para separar miosina de actina.
Capítulo 11,Separación actomiosina,¿Qué inicia la etapa de separación del ciclo actomiosina?,Unión de ATP a la cabeza de miosina.
Capítulo 11,Separación actomiosina,¿Qué efecto tiene ATP sobre la unión actina-miosina?,Disminuye la afinidad de miosina por actina.
Capítulo 11,Separación actomiosina,¿Qué ocurre cuando la miosina disminuye su afinidad por actina?,La cabeza de miosina se separa del filamento delgado.
Capítulo 11,Flexión actomiosina,¿Qué ocurre en la etapa de flexión del ciclo actomiosina?,La cabeza de miosina se reposiciona tras hidrólisis de ATP.
Capítulo 11,Flexión actomiosina,¿Qué reacción energética ocurre durante la flexión?,Hidrólisis de ATP a ADP y fosfato inorgánico.
Capítulo 11,Flexión actomiosina,¿Qué queda unido a la cabeza de miosina tras hidrólisis de ATP?,ADP y fosfato inorgánico.
Capítulo 11,Flexión actomiosina,¿Qué hace funcionalmente la flexión de la cabeza de miosina?,“Recarga” el motor de miosina.
Capítulo 11,Generación de fuerza,¿Qué ocurre en la generación de fuerza del ciclo actomiosina?,La cabeza de miosina impulsa el desplazamiento del filamento delgado.
Capítulo 11,Generación de fuerza,¿Qué otro nombre recibe el movimiento de generación de fuerza?,Golpe activo.
Capítulo 11,Generación de fuerza,¿Qué se libera al iniciar el golpe activo?,Fosfato inorgánico.
Capítulo 11,Generación de fuerza,¿Qué se libera al final del golpe activo?,ADP.
Capítulo 11,Generación de fuerza,¿Hacia dónde se mueven los filamentos delgados durante el golpe activo?,Hacia el centro de la banda A.
Capítulo 11,Readhesión actomiosina,¿Qué ocurre en la readhesión del ciclo actomiosina?,La cabeza de miosina vuelve a unirse fuertemente a una nueva actina.
Capítulo 11,Readhesión actomiosina,¿Qué permite la readhesión de miosina a actina?,Que el ciclo se repita.
Capítulo 11,Ciclo de puentes transversales,¿Por qué las dos cabezas de miosina permiten movimiento continuo?,Porque una puede estar adherida mientras otra se separa.
Capítulo 11,Ciclo de puentes transversales,¿Qué se acorta directamente durante el ciclo de puentes transversales?,El sarcómero.
Capítulo 11,Ciclo de puentes transversales,¿Qué filamentos cambian de longitud durante la contracción?,Ninguno; se deslizan unos sobre otros.
Capítulo 11,Ciclo de puentes transversales,¿Qué cambia durante la contracción si los filamentos no se acortan?,El grado de superposición entre filamentos.
Capítulo 11,Regulación de la contracción,¿Qué tres elementos participan en la regulación de la contracción muscular?,"Ca2+, retículo sarcoplasmático y sistema de túbulos T."
Capítulo 11,Regulación de la contracción,¿Qué ion debe estar disponible para la interacción actina-miosina?,Ca2+.
Capítulo 11,Regulación de la contracción,¿Qué debe ocurrir con Ca2+ después de la contracción?,Debe eliminarse del sarcoplasma.
Capítulo 11,Regulación de la contracción,¿Qué ocurre si aumenta Ca2+ citosólico en la fibra muscular?,Se inicia la contracción.
Capítulo 11,Regulación de la contracción,¿Qué ocurre si disminuye Ca2+ citosólico libre?,Se produce relajación.
Capítulo 11,Cisternas terminales,¿Qué son las cisternas terminales?,Expansiones del retículo sarcoplasmático que almacenan Ca2+.
Capítulo 11,Cisternas terminales,¿Dónde se ubican las cisternas terminales en músculo esquelético?,A la altura de la unión entre bandas A e I.
Capítulo 11,Cisternas terminales,¿Qué canales liberadores de Ca2+ contienen las cisternas terminales?,Receptores de rianodina.
Capítulo 11,Cisternas terminales,¿Qué isoforma de receptor de rianodina predomina en músculo esquelético?,RyR1.
Capítulo 11,Cisternas terminales,¿Qué proteína luminal fija Ca2+ dentro del retículo sarcoplasmático?,Calsecuestrina.
Capítulo 11,Cisternas terminales,¿Qué función tiene la calsecuestrina?,Permite almacenar mucho Ca2+ manteniendo bajo el Ca2+ libre luminal.
Capítulo 11,Cisternas terminales,¿Cuántos iones Ca2+ puede fijar aproximadamente la calsecuestrina?,Hasta 50 iones Ca2+.
Capítulo 11,Túbulos T,¿Qué son los túbulos T?,Invaginaciones del sarcolema que penetran la fibra muscular.
Capítulo 11,Túbulos T,¿Qué sistema forman los túbulos transversos?,Sistema T.
Capítulo 11,Túbulos T,¿Dónde se ubican los túbulos T en músculo esquelético?,En la unión entre bandas A e I.
Capítulo 11,Túbulos T,¿Cuántos túbulos T corresponden a cada sarcómero en músculo esquelético?,Dos.
Capítulo 11,Túbulos T,¿Qué función tienen los túbulos T?,Conducir la despolarización hacia el interior de la fibra.
Capítulo 11,Túbulos T,¿Qué receptores sensibles a voltaje tienen los túbulos T?,Receptores de dihidropiridina.
Capítulo 11,Túbulos T,¿Qué sigla corresponde a receptor sensible a dihidropiridina?,DHPR.
Capítulo 11,Túbulos T,¿Qué desencadena la despolarización del túbulo T?,Liberación de Ca2+ desde el retículo sarcoplasmático.
Capítulo 11,Tríada,¿Qué es una tríada muscular?,Un túbulo T flanqueado por dos cisternas terminales.
Capítulo 11,Tríada,¿Qué estructuras forman una tríada?,Dos cisternas terminales y un túbulo T.
Capítulo 11,Tríada,¿Dónde se localiza la tríada en músculo esquelético?,En la unión A-I.
Capítulo 11,Tríada,¿Cuántas tríadas hay por sarcómero en músculo esquelético?,Dos.
Capítulo 11,Tríada,¿Qué función tiene la tríada?,Acoplar excitación eléctrica con liberación de Ca2+.
Capítulo 11,Tríada,¿Qué evento inicia la liberación de Ca2+ desde la tríada?,Despolarización del túbulo T.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué es el acoplamiento excitación-contracción?,Conversión de despolarización de membrana en contracción muscular.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué estructura lleva la despolarización al interior de la fibra?,Túbulo T.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué estructura libera Ca2+ para iniciar contracción?,Cisterna terminal del retículo sarcoplasmático.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué receptor del túbulo T detecta voltaje?,DHPR.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué receptor del retículo sarcoplasmático libera Ca2+?,RyR1.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué proteína del filamento delgado recibe Ca2+ para iniciar contracción?,Troponina C.
Capítulo 11,Acoplamiento excitación-contracción,¿Qué ocurre después de que Ca2+ se une a troponina C?,La tropomiosina deja expuestos los sitios de unión de miosina en actina.
Capítulo 11,Relajación muscular,¿Qué causa la relajación muscular?,Disminución del Ca2+ citosólico libre.
Capítulo 11,Relajación muscular,¿Qué estructura recupera Ca2+ hacia el retículo sarcoplasmático?,Bombas Ca2+-ATPasa.
Capítulo 11,Relajación muscular,¿Qué ocurre con los sitios de unión a miosina cuando disminuye Ca2+?,La tropomiosina vuelve a bloquearlos.
Capítulo 11,Relajación muscular,¿Qué proteína vuelve a bloquear actina durante la relajación?,Tropomiosina.
Capítulo 11,Relajación muscular,¿Qué complejo regula el bloqueo y desbloqueo de actina?,Troponina-tropomiosina.
Capítulo 11,Comparación sarcomérica,¿Qué banda contiene solo actina?,Banda I.
Capítulo 11,Comparación sarcomérica,¿Qué banda contiene solo miosina en su región central?,Banda H.
Capítulo 11,Comparación sarcomérica,¿Qué banda corresponde a toda la longitud de miosina?,Banda A.
Capítulo 11,Comparación sarcomérica,¿Qué línea fija actina?,Línea Z.
Capítulo 11,Comparación sarcomérica,¿Qué línea organiza miosina?,Línea M.
Capítulo 11,Comparación sarcomérica,¿Qué banda se acorta durante contracción?,Banda I.
Capítulo 11,Comparación sarcomérica,¿Qué región se estrecha o desaparece durante contracción?,Banda H.
Capítulo 11,Comparación sarcomérica,¿Qué banda permanece constante durante contracción?,Banda A.
Capítulo 11,Comparación sarcomérica,¿Qué límites se acercan durante contracción?,Líneas Z.
Capítulo 11,Comparación sarcomérica,¿Qué zona representa superposición actina-miosina?,Parte lateral de la banda A.
Capítulo 11,Inervación motora,¿Qué neuronas inervan las fibras musculares esqueléticas?,Motoneuronas.
Capítulo 11,Inervación motora,¿Dónde se originan las motoneuronas que inervan músculo esquelético?,Médula espinal o tronco encefálico.
Capítulo 11,Inervación motora,¿Qué hacen los axones motores al acercarse al músculo?,Se ramifican en ramos terminales.
Capítulo 11,Inervación motora,¿Dónde terminan los ramos terminales de motoneuronas?,Sobre fibras musculares individuales.
Capítulo 11,Inervación motora,¿Qué tipo de músculo requiere inervación motora para contraerse voluntariamente?,Músculo esquelético.
Capítulo 11,Unión neuromuscular,¿Qué es la unión neuromuscular?,Contacto entre una terminación axónica motora y una fibra muscular.
Capítulo 11,Unión neuromuscular,¿Qué otro nombre recibe la unión neuromuscular?,Placa motora terminal.
Capítulo 11,Unión neuromuscular,¿Qué estructura nerviosa forma la parte presináptica de la unión neuromuscular?,Terminación axónica motora.
Capítulo 11,Unión neuromuscular,¿Qué estructura muscular forma la parte postsináptica de la unión neuromuscular?,Región especializada del sarcolema.
Capítulo 11,Unión neuromuscular,¿Qué ocurre con la vaina de mielina al llegar a la unión neuromuscular?,Termina antes de la placa motora.
Capítulo 11,Unión neuromuscular,¿Qué célula cubre la terminación axónica en la unión neuromuscular?,Célula de Schwann.
Capítulo 11,Unión neuromuscular,¿Qué contiene la terminación presináptica motora?,Mitocondrias y vesículas con acetilcolina.
Capítulo 11,Unión neuromuscular,¿Qué neurotransmisor se libera en la unión neuromuscular?,Acetilcolina.
Capítulo 11,Unión neuromuscular,¿Qué sigla corresponde a acetilcolina?,ACh.
Capítulo 11,Unión neuromuscular,¿Dónde se libera la acetilcolina en la unión neuromuscular?,En la hendidura sináptica.
Capítulo 11,Unión neuromuscular,¿Qué aumenta el área postsináptica en la placa motora?,Pliegues subneurales.
Capítulo 11,Unión neuromuscular,¿Qué otro nombre reciben los pliegues subneurales?,Pliegues de unión.
Capítulo 11,Unión neuromuscular,¿Qué contiene la porción apical de los pliegues subneurales?,Receptores nicotínicos de acetilcolina.
Capítulo 11,Unión neuromuscular,¿Qué tipo de receptor de ACh tiene el músculo esquelético?,Receptor nicotínico.
Capítulo 11,Unión neuromuscular,¿Qué tipo de canal es el receptor nicotínico de ACh muscular?,Canal iónico regulado por neurotransmisor.
Capítulo 11,Unión neuromuscular,¿Qué ion entra principalmente al abrirse receptores nicotínicos de ACh?,Sodio.
Capítulo 11,Unión neuromuscular,¿Qué causa la entrada de sodio por receptores nicotínicos?,Despolarización del sarcolema.
Capítulo 11,Unión neuromuscular,¿Qué inicia la despolarización del sarcolema en la unión neuromuscular?,Unión de ACh a receptores nicotínicos.
Capítulo 11,Unión neuromuscular,¿Qué propaga la despolarización desde la placa motora hacia el interior de la fibra?,Túbulos T.
Capítulo 11,Unión neuromuscular,¿Qué estructura de la unión neuromuscular contiene lámina externa?,La hendidura sináptica y los pliegues subneurales.
Capítulo 11,Unión neuromuscular,¿Qué enzima degrada acetilcolina en la unión neuromuscular?,Acetilcolinesterasa.
Capítulo 11,Unión neuromuscular,¿Qué función tiene la acetilcolinesterasa?,Terminar la señal y prevenir estimulación continua.
Capítulo 11,Unión neuromuscular,¿Qué pasaría si no se degradara acetilcolina en la placa motora?,Estimulación muscular continua.
Capítulo 11,Unión neuromuscular,¿Qué complejo vesicular permite liberación presináptica de ACh?,Complejo SNARE.
Capítulo 11,Unión neuromuscular,¿Qué toxina bloquea liberación de ACh al escindir proteínas SNARE?,Toxina botulínica.
Capítulo 11,Unión neuromuscular,¿Qué efecto tiene la toxina botulínica en músculo esquelético?,Parálisis flácida.
Capítulo 11,Unión neuromuscular,¿Qué fármaco despolarizante puede actuar como relajante muscular de corta duración?,Succinilcolina.
Capítulo 11,Unión neuromuscular,¿Qué efecto tiene la succinilcolina en receptores nicotínicos?,Activa canales y produce bloqueo despolarizante.
Capítulo 11,Unidad motora,¿Qué es una unidad motora?,Una motoneurona y todas las fibras musculares que inerva.
Capítulo 11,Unidad motora,¿Qué determina el tamaño de una unidad motora?,Número de fibras musculares inervadas por una motoneurona.
Capítulo 11,Unidad motora,¿Qué tipo de unidad motora permite movimientos finos?,Unidad motora pequeña.
Capítulo 11,Unidad motora,¿Qué tipo de unidad motora permite movimientos potentes pero menos precisos?,Unidad motora grande.
Capítulo 11,Unidad motora,¿Por qué los músculos oculares tienen control fino?,Porque tienen unidades motoras pequeñas.
Capítulo 11,Unidad motora,¿Por qué músculos grandes de postura pueden tener unidades motoras grandes?,Porque requieren fuerza más que precisión fina.
Capítulo 11,Unidad motora,¿Cómo se gradúa la fuerza muscular si cada fibra responde todo o nada?,Reclutando más o menos unidades motoras.
Capítulo 11,Unidad motora,¿Qué significa que una fibra muscular responda “todo o nada”?,"Se contrae si alcanza umbral; si no, no se contrae."
Capítulo 11,Unidad motora,¿Qué permite una respuesta muscular gradual?,Activación variable de unidades motoras.
Capítulo 11,Unidad motora,¿Qué ocurre si se activan más unidades motoras?,Aumenta la fuerza de contracción.
Capítulo 11,Unidad motora,¿Qué relación hay entre precisión y número de fibras por motoneurona?,"A menor número de fibras por motoneurona, mayor precisión."
Capítulo 11,Inervación y atrofia,¿Qué necesita la fibra muscular esquelética para mantener su integridad estructural?,Inervación motora.
Capítulo 11,Inervación y atrofia,¿Qué ocurre si se interrumpe la inervación de un músculo esquelético?,Atrofia muscular.
Capítulo 11,Inervación y atrofia,¿Qué es la atrofia muscular por denervación?,Adelgazamiento de fibras musculares por pérdida de inervación.
Capítulo 11,Inervación y atrofia,¿Cuál es un signo histológico evidente de atrofia muscular?,Disminución del diámetro de las fibras musculares.
Capítulo 11,Inervación y atrofia,¿Por qué la denervación produce atrofia?,Porque se pierde el estímulo trófico de la motoneurona.
Capítulo 11,Miastenia grave,¿Qué es la miastenia grave?,Enfermedad autoinmunitaria de la unión neuromuscular.
Capítulo 11,Miastenia grave,¿Qué estructura ataca la miastenia grave?,Receptores nicotínicos de acetilcolina.
Capítulo 11,Miastenia grave,¿Dónde están los receptores afectados en miastenia grave?,En la membrana postsináptica de la placa motora.
Capítulo 11,Miastenia grave,¿Qué consecuencia funcional tiene destruir receptores de ACh?,Debilidad muscular.
Capítulo 11,Miastenia grave,¿Por qué la miastenia grave causa fatigabilidad?,Porque disminuye la transmisión neuromuscular efectiva con actividad repetida.
Capítulo 11,Miastenia grave,¿Qué molécula puede inhibirse para aumentar ACh disponible en miastenia grave?,Acetilcolinesterasa.
Capítulo 11,Miastenia grave,¿Qué efecto buscan los inhibidores de acetilcolinesterasa?,Aumentar acetilcolina en la hendidura sináptica.
Capítulo 11,Inervación sensitiva,¿Qué tipo de información sensitiva aporta el músculo esquelético?,Propiocepción.
Capítulo 11,Inervación sensitiva,¿Qué es la propiocepción?,Información sobre posición y movimiento corporal.
Capítulo 11,Inervación sensitiva,¿Qué receptores musculares informan al SNC sobre estiramiento y tensión?,Husos musculares y órganos tendinosos de Golgi.
Capítulo 11,Huso muscular,¿Qué es el huso muscular?,Receptor de estiramiento dentro del músculo esquelético.
Capítulo 11,Huso muscular,¿Dónde se ubica el huso muscular?,Dentro del músculo esquelético.
Capítulo 11,Huso muscular,¿Qué detecta el huso muscular?,Grado y velocidad de estiramiento muscular.
Capítulo 11,Huso muscular,¿Qué tipo de fibras musculares modificadas contiene el huso muscular?,Células fusales.
Capítulo 11,Huso muscular,¿Qué otro nombre reciben las células fusales?,Fibras intrafusales.
Capítulo 11,Huso muscular,¿Qué fibras musculares normales rodean al huso muscular?,Fibras extrafusales.
Capítulo 11,Huso muscular,¿Qué rodea a las fibras intrafusales?,Cápsula interna.
Capítulo 11,Huso muscular,¿Qué separa la cápsula interna de la cápsula externa del huso?,Un espacio lleno de líquido.
Capítulo 11,Huso muscular,¿Qué dos tipos de fibras intrafusales hay en el huso muscular?,Fibras de saco nuclear y fibras de cadena nuclear.
Capítulo 11,Huso muscular,¿Qué caracteriza a la fibra de saco nuclear?,Núcleos agrupados en una región central expandida.
Capítulo 11,Huso muscular,¿Qué caracteriza a la fibra de cadena nuclear?,Núcleos dispuestos en cadena en la región central.
Capítulo 11,Huso muscular,¿Cuántas fibras de saco nuclear tiene aproximadamente un huso muscular normal?,2-4.
Capítulo 11,Huso muscular,¿Cuántas fibras de cadena nuclear tiene aproximadamente un huso muscular normal?,6-8.
Capítulo 11,Huso muscular,¿Qué fibras sensitivas aferentes transmiten información desde el huso muscular?,Fibras Ia y II.
Capítulo 11,Huso muscular,¿Qué terminaciones tienen las fibras Ia del huso muscular?,Terminaciones anuloespirales.
Capítulo 11,Huso muscular,¿Dónde se ubican las terminaciones anuloespirales del huso muscular?,Alrededor de la región media de células fusales.
Capítulo 11,Huso muscular,¿Qué terminaciones tienen las fibras tipo II del huso muscular?,Terminaciones en arreglo floral.
Capítulo 11,Huso muscular,¿Dónde se ubican las terminaciones en arreglo floral?,Sobre porciones estriadas de fibras intrafusales.
Capítulo 11,Huso muscular,¿Qué ocurre con las terminales sensitivas del huso cuando el músculo se estira?,Se activan.
Capítulo 11,Huso muscular,¿Qué información transmiten las terminales del huso durante estiramiento?,Longitud muscular y velocidad de estiramiento.
Capítulo 11,Huso muscular,¿Qué fibras motoras eferentes inervan células fusales?,Fibras gamma.
Capítulo 11,Huso muscular,¿Qué regulan las fibras motoras gamma del huso?,Sensibilidad del receptor de estiramiento.
Capítulo 11,Huso muscular,¿Qué tipos de fibras gamma regulan el huso muscular?,Gamma dinámicas y gamma estáticas.
Capítulo 11,Huso muscular,¿Qué regulan las fibras gamma dinámicas?,Sensibilidad durante la fase dinámica del estiramiento.
Capítulo 11,Huso muscular,¿Qué regulan las fibras gamma estáticas?,Sensibilidad durante la fase estática del estiramiento.
Capítulo 11,Huso muscular,¿Qué función refleja permite el huso muscular?,Reflejo de estiramiento.
Capítulo 11,Huso muscular,¿Qué estructura ayuda a mantener tono muscular mediante retroalimentación sensitiva?,Huso muscular.
Capítulo 11,Órgano tendinoso de Golgi,¿Qué es el órgano tendinoso de Golgi?,Receptor sensitivo encapsulado en tendones musculares.
Capítulo 11,Órgano tendinoso de Golgi,¿Dónde se ubica el órgano tendinoso de Golgi?,"En tendones, cerca de la unión músculo-tendón."
Capítulo 11,Órgano tendinoso de Golgi,¿Qué detecta el órgano tendinoso de Golgi?,Aumento de tensión.
Capítulo 11,Órgano tendinoso de Golgi,¿Qué tipo de fibras nerviosas tiene el órgano tendinoso de Golgi?,Fibras aferentes Ib.
Capítulo 11,Órgano tendinoso de Golgi,¿Qué función protectora tiene el órgano tendinoso de Golgi?,Inhibir contracción excesiva ante tensión elevada.
Capítulo 11,Órgano tendinoso de Golgi,¿Qué receptor responde principalmente a tensión tendinosa?,Órgano tendinoso de Golgi.
Capítulo 11,Órgano tendinoso de Golgi,¿Qué receptor responde principalmente a estiramiento muscular?,Huso muscular.
Capítulo 11,Comparación propioceptores,¿Qué receptor mide longitud muscular?,Huso muscular.
Capítulo 11,Comparación propioceptores,¿Qué receptor mide tensión tendinosa?,Órgano tendinoso de Golgi.
Capítulo 11,Comparación propioceptores,¿Qué receptor contiene fibras intrafusales?,Huso muscular.
Capítulo 11,Comparación propioceptores,¿Qué receptor tiene fibras aferentes Ib?,Órgano tendinoso de Golgi.
Capítulo 11,Comparación propioceptores,¿Qué receptor recibe inervación motora gamma?,Huso muscular.
Capítulo 11,Comparación propioceptores,¿Qué receptor se encuentra dentro del vientre muscular?,Huso muscular.
Capítulo 11,Comparación propioceptores,¿Qué receptor se encuentra en el tendón?,Órgano tendinoso de Golgi.
Capítulo 11,Histogénesis del músculo esquelético,¿De qué células se originan las fibras musculares esqueléticas?,Mioblastos.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué ocurre con los mioblastos durante el desarrollo del músculo esquelético?,Se fusionan para formar miotubos.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué son los miotubos?,Células musculares multinucleadas inmaduras.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué estructura madura se forma a partir de miotubos?,Fibra muscular esquelética.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué cambia en los núcleos durante maduración de miotubos?,Se desplazan hacia la periferia.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué aumenta durante maduración de miotubos?,Cantidad de miofibrillas.
Capítulo 11,Histogénesis del músculo esquelético,¿Qué característica adulta aparece cuando los núcleos se vuelven periféricos?,Fibra muscular esquelética madura.
Capítulo 11,Células satélite,¿Qué son las células satélite?,Células madre musculares ubicadas junto a fibras esqueléticas.
Capítulo 11,Células satélite,¿Dónde se localizan las células satélite?,Entre sarcolema y lámina externa de la fibra muscular.
Capítulo 11,Células satélite,¿Qué función tienen las células satélite?,Reparación y regeneración limitada del músculo esquelético.
Capítulo 11,Células satélite,¿Qué ocurre con células satélite tras lesión muscular?,"Se activan, proliferan y se diferencian."
Capítulo 11,Células satélite,¿En qué células pueden diferenciarse las células satélite activadas?,Mioblastos.
Capítulo 11,Células satélite,¿Qué pueden formar los mioblastos derivados de células satélite?,Nuevas fibras o reparar fibras dañadas.
Capítulo 11,Células satélite,¿Por qué la regeneración del músculo esquelético es limitada?,Porque depende de células satélite y del grado de lesión.
Capítulo 11,Reparación del músculo esquelético,¿Qué ocurre en lesiones leves del músculo esquelético?,Puede haber reparación por células satélite.
Capítulo 11,Reparación del músculo esquelético,¿Qué ocurre en lesiones extensas del músculo esquelético?,Suele predominar cicatrización con tejido conjuntivo.
Capítulo 11,Reparación del músculo esquelético,¿Qué tejido reemplaza músculo destruido cuando la regeneración es insuficiente?,Tejido conjuntivo cicatricial.
Capítulo 11,Reparación del músculo esquelético,¿Qué célula conjuntiva forma cicatriz en lesión muscular extensa?,Fibroblasto.
Capítulo 11,Reparación del músculo esquelético,¿Qué célula muscular permite regeneración parcial del músculo esquelético?,Célula satélite.
Capítulo 11,Reparación del músculo esquelético,¿Qué limita la recuperación funcional tras cicatrización muscular?,La sustitución por tejido conjuntivo no contráctil.
Capítulo 11,Reparación del músculo esquelético,¿Qué proceso aumenta si se destruye mucho endomisio y lámina externa?,Cicatrización fibrosa.
Capítulo 11,Reparación del músculo esquelético,¿Por qué la lámina externa es importante en reparación muscular?,Sirve como guía para regeneración de fibras.
Capítulo 11,Reparación del músculo esquelético,¿Qué estructura facilita que mioblastos reparadores se organicen tras lesión?,Lámina externa conservada.
Capítulo 11,Renovación muscular,¿El músculo esquelético tiene alta renovación celular continua?,No.
Capítulo 11,Renovación muscular,¿Qué células permiten renovación limitada del músculo esquelético?,Células satélite.
Capítulo 11,Renovación muscular,¿Qué ocurre con la capacidad regenerativa muscular con lesiones repetidas o envejecimiento?,Disminuye.
Capítulo 11,Distrofias musculares,¿Qué son las distrofias musculares?,Enfermedades hereditarias con degeneración progresiva de músculo esquelético.
Capítulo 11,Distrofias musculares,¿Qué proteína se afecta en la distrofia muscular de Duchenne?,Distrofina.
Capítulo 11,Distrofias musculares,¿Qué función cumple la distrofina en la fibra muscular?,Estabiliza el sarcolema durante contracción.
Capítulo 11,Distrofias musculares,¿Qué ocurre si falta distrofina funcional?,El sarcolema se lesiona con la contracción.
Capítulo 11,Distrofias musculares,¿Qué consecuencia tisular tiene la lesión repetida del sarcolema en distrofias?,Degeneración muscular y reemplazo por grasa o tejido conjuntivo.
Capítulo 11,Distrofias musculares,¿Qué distrofia muscular es más grave: Duchenne o Becker?,Duchenne.
Capítulo 11,Distrofias musculares,¿Qué distrofia muscular conserva algo de distrofina funcional?,Becker.
Capítulo 11,Integración músculo esquelético,¿Qué estructura transmite señal nerviosa a fibra muscular?,Unión neuromuscular.
Capítulo 11,Integración músculo esquelético,¿Qué receptor muscular recibe acetilcolina?,Receptor nicotínico de ACh.
Capítulo 11,Integración músculo esquelético,¿Qué estructura lleva despolarización al interior de la fibra?,Túbulo T.
Capítulo 11,Integración músculo esquelético,¿Qué estructura libera Ca2+ para contracción?,Retículo sarcoplasmático.
Capítulo 11,Integración músculo esquelético,¿Qué proteína del filamento delgado fija Ca2+?,Troponina C.
Capítulo 11,Integración músculo esquelético,¿Qué proteína bloquea actina en reposo?,Tropomiosina.
Capítulo 11,Integración músculo esquelético,¿Qué proteína motora produce fuerza al unirse a actina?,Miosina II.
Capítulo 11,Integración músculo esquelético,¿Qué receptor detecta estiramiento del músculo?,Huso muscular.
Capítulo 11,Integración músculo esquelético,¿Qué receptor detecta tensión del tendón?,Órgano tendinoso de Golgi.
Capítulo 11,Integración músculo esquelético,¿Qué célula permite reparación limitada del músculo esquelético?,Célula satélite.
Capítulo 11,Músculo cardíaco,¿Qué tipo de músculo es el músculo cardíaco?,Músculo estriado.
Capítulo 11,Músculo cardíaco,¿Dónde se encuentra el músculo cardíaco?,En el corazón y desembocadura de grandes venas.
Capítulo 11,Músculo cardíaco,¿Qué filamentos contráctiles tiene el músculo cardíaco?,Los mismos tipos que el músculo esquelético.
Capítulo 11,Músculo cardíaco,¿Por qué el músculo cardíaco presenta estriaciones?,Porque sus filamentos contráctiles están organizados en sarcómeros.
Capítulo 11,Músculo cardíaco,¿Cómo son las células musculares cardíacas?,"Cilíndricas, cortas, ramificadas y estriadas."
Capítulo 11,Músculo cardíaco,¿Qué otro nombre reciben las células musculares cardíacas?,Cardiomiocitos.
Capítulo 11,Músculo cardíaco,¿Qué diámetro aproximado tienen los cardiomiocitos?,Alrededor de 15 µm.
Capítulo 11,Músculo cardíaco,¿Qué longitud aproximada tienen los cardiomiocitos?,Alrededor de 80 µm.
Capítulo 11,Músculo cardíaco,¿Cuántos núcleos suele tener un cardiomiocito?,Uno.
Capítulo 11,Músculo cardíaco,¿Dónde se localiza el núcleo del cardiomiocito?,En el centro de la célula.
Capítulo 11,Músculo cardíaco,¿Qué célula muscular puede ser binucleada con cierta frecuencia?,Cardiomiocito.
Capítulo 11,Músculo cardíaco,¿Qué diferencia nuclear clave hay entre músculo cardíaco y esquelético?,El cardíaco tiene núcleo central; el esquelético tiene núcleos periféricos.
