chapter,subtopic,front,back
Capítulo 9,Adipocito multilocular,¿Qué tipo de fibras nerviosas abundan entre adipocitos pardos?,Fibras simpáticas amielínicas adrenérgicas.
Capítulo 9,Adipocito multilocular,¿Qué tipo de tabiques subdivide el tejido adiposo pardo?,Tabiques de tejido conjuntivo.
Capítulo 9,Adipocito multilocular,¿Qué cantidad de estroma conjuntivo hay entre células de un lobulillo pardo?,Escasa.
Capítulo 9,Adipocito multilocular,¿Qué red rodea a los adipocitos pardos?,Red de fibras de colágeno y capilares.
Capítulo 9,Diferenciación del adipocito pardo,¿De qué tipo de células derivan los adipocitos pardos?,Células madre mesenquimatosas de linaje miogénico.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué linaje comparten tejido adiposo pardo y músculo esquelético?,Progenitores miogénicos esqueléticos.
Capítulo 9,Diferenciación del adipocito pardo,¿Dónde se encuentran los progenitores miogénicos que originan adipocitos pardos?,Dermatomiotomas embrionarios.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué factores de transcripción controlan la diferenciación del adipocito pardo?,PRDM16/PGC-1.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué complejo se considera interruptor maestro del adipocito pardo?,PRDM16/PGC-1.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué proteína con dominio PR activa el programa de adipocito pardo?,PRDM16.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué familia de coactivadores se sintetiza tras activación de PRDM16?,PGC-1.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué proteína mitocondrial específica inducen PRDM16/PGC-1?,UCP-1.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué otro nombre recibe UCP-1?,Termogenina.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué proteína es indispensable para termogénesis del adipocito pardo?,UCP-1.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué tamaño aproximado tiene UCP-1?,33 kDa.
Capítulo 9,Diferenciación del adipocito pardo,¿Dónde se ubica UCP-1?,Membrana mitocondrial interna.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué catecolamina puede expandir tejido adiposo pardo al activar UCP-1?,Noradrenalina.
Capítulo 9,Diferenciación del adipocito pardo,¿Qué tumor suprarrenal puede asociarse a expansión de tejido adiposo pardo?,Feocromocitoma.
Capítulo 9,Diferenciación del adipocito pardo,¿Por qué el feocromocitoma puede expandir tejido adiposo pardo?,Porque secreta catecolaminas que activan UCP-1.
Capítulo 9,UCP,¿Qué UCP se asocia específicamente con tejido adiposo pardo?,UCP-1.
Capítulo 9,UCP,¿Qué UCP se vincula con hiperinsulinemia y obesidad?,UCP-2.
Capítulo 9,UCP,¿Qué UCP se expresa en músculo esquelético?,UCP-3.
Capítulo 9,UCP,¿Qué UCP podría explicar efectos termogénicos de hormona tiroidea en músculo?,UCP-3.
Capítulo 9,UCP,¿Qué UCP son específicas del encéfalo?,UCP-4 y UCP-5.
Capítulo 9,Termogénesis,¿Qué es la termogénesis?,Producción de calor.
Capítulo 9,Termogénesis,¿Qué tipo de termogénesis realiza el tejido adiposo pardo?,Termogénesis sin escalofríos.
Capítulo 9,Termogénesis,¿Qué tejido produce calor sin contracción muscular?,Tejido adiposo pardo.
Capítulo 9,Termogénesis,¿Qué proceso metabólico genera calor en tejido adiposo pardo?,Oxidación de ácidos grasos desacoplada de síntesis de ATP.
Capítulo 9,Termogénesis,¿Qué proteína desacopla respiración mitocondrial de síntesis de ATP?,UCP-1.
Capítulo 9,Termogénesis,¿Qué hace UCP-1 con los protones mitocondriales?,Permite su retorno a la matriz sin pasar por ATP-sintasa.
Capítulo 9,Termogénesis,¿Qué gradiente disipa UCP-1?,Gradiente protónico mitocondrial.
Capítulo 9,Termogénesis,¿Qué ocurre cuando los protones vuelven por UCP-1 en lugar de ATP-sintasa?,La energía se libera como calor.
Capítulo 9,Termogénesis,¿Qué síntesis se reduce cuando UCP-1 desacopla la respiración?,Síntesis de ATP.
Capítulo 9,Termogénesis,¿Qué combustible moviliza el adipocito pardo para generar calor?,Ácidos grasos.
Capítulo 9,Termogénesis,¿Qué animales poseen mucho tejido adiposo pardo para despertar de hibernación?,Animales hibernantes.
Capítulo 9,Termogénesis,¿Qué tipo de generación de calor ayuda a hibernantes a elevar temperatura sanguínea?,Termogénesis sin escalofríos.
Capítulo 9,Termogénesis,¿Qué respuesta humana produce calor regulado ante cambios ambientales?,Termogénesis adaptativa.
Capítulo 9,Termogénesis,¿Qué tejido participa en termogénesis adaptativa humana?,Tejido adiposo pardo.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué sistema regula principalmente la actividad del tejido adiposo pardo?,Sistema nervioso simpático.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué neurotransmisor simpático activa el tejido adiposo pardo?,Noradrenalina.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué efecto tiene la noradrenalina en adipocitos pardos?,Estimula lipólisis y termogénesis.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué efecto tiene la noradrenalina sobre UCP-1?,Aumenta su expresión y actividad.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué estímulo ambiental aumenta actividad de UCP-1?,Frío.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué transportador de glucosa aumenta en adipocitos pardos por frío?,GLUT-4.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué efecto tiene el frío sobre utilización de glucosa en adipocitos pardos?,La aumenta.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué relación hay entre temperatura exterior y grasa parda detectada en adultos?,El frío aumenta la grasa parda activa detectable.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿En quiénes se detecta más tejido adiposo pardo activo en invierno?,Personas delgadas.
Capítulo 9,Regulación simpática del tejido adiposo pardo,¿Qué exposición laboral puede aumentar grasa parda según autopsias?,Trabajo a la intemperie con exposición al frío.
Capítulo 9,Transdiferenciación adiposa,¿Qué es la transdiferenciación del tejido adiposo?,Cambio directo entre fenotipo adiposo blanco y pardo.
Capítulo 9,Transdiferenciación adiposa,¿Qué cambio ocurre cuando un adipocito blanco se vuelve similar a pardo?,Pardeamiento.
Capítulo 9,Transdiferenciación adiposa,¿Qué estímulo induce transdiferenciación de blanco a pardo?,Exposición crónica al frío.
Capítulo 9,Transdiferenciación adiposa,¿Qué otro estímulo induce conversión de adipocitos blancos a pardos?,Actividad física.
Capítulo 9,Transdiferenciación adiposa,¿Qué sistema nervioso media parte del pardeamiento por frío?,Sistema nervioso simpático noradrenérgico.
Capítulo 9,Transdiferenciación adiposa,¿Qué factor influye mucho en la transdiferenciación blanco-pardo?,Densidad de nervios simpáticos en tejido adiposo blanco.
Capítulo 9,Transdiferenciación adiposa,¿Qué ocurre con adipocitos pardos si el equilibrio energético es positivo?,Pueden transformarse en adipocitos blancos.
Capítulo 9,Transdiferenciación adiposa,¿Por qué un adipocito pardo puede transformarse en blanco?,Para aumentar capacidad de almacenamiento de triglicéridos.
Capítulo 9,Transdiferenciación adiposa,¿Qué proteína aparece en adipocitos blancos pardeados?,UCP-1.
Capítulo 9,Transdiferenciación adiposa,¿La transdiferenciación requiere división celular?,No.
Capítulo 9,Transdiferenciación adiposa,¿Qué hallazgo indica que el pardeamiento no requiere proliferación?,No aumenta el contenido de ADN.
Capítulo 9,Transdiferenciación adiposa,¿Qué factor de crecimiento puede activar pardeamiento adiposo?,FGF-21.
Capítulo 9,Transdiferenciación adiposa,¿Qué significa FGF-21?,Factor de crecimiento de fibroblastos 21.
Capítulo 9,Transdiferenciación adiposa,¿Qué relación epidemiológica hay entre tejido adiposo pardo y peso corporal?,Relación inversa.
Capítulo 9,Transdiferenciación adiposa,¿Qué relación hay entre tejido adiposo pardo y complicaciones de obesidad?,"A mayor tejido pardo, menor asociación con complicaciones."
Capítulo 9,Transdiferenciación adiposa,¿Por qué el pardeamiento interesa como posible terapia?,Porque podría ayudar a tratar obesidad y diabetes tipo 2.
Capítulo 9,Transdiferenciación adiposa,¿Qué animales son resistentes a obesidad si tienen abundante tejido pardo?,Ratones con abundancia natural o inducida de tejido adiposo pardo.
Capítulo 9,Transdiferenciación adiposa,¿Qué ocurre en ratones sin adipocitos pardos funcionales?,Son propensos a obesidad y diabetes tipo 2.
Capítulo 9,PET y tejido adiposo pardo,¿Qué técnica puede detectar tejido adiposo pardo activo en adultos?,PET.
Capítulo 9,PET y tejido adiposo pardo,¿Qué significa PET?,Tomografía por emisión de positrones.
Capítulo 9,PET y tejido adiposo pardo,¿Qué trazador glucídico se usa comúnmente en PET para detectar metabolismo alto?,18F-FDG.
Capítulo 9,PET y tejido adiposo pardo,¿Qué significa 18F-FDG?,18F-fluorodesoxiglucosa.
Capítulo 9,PET y tejido adiposo pardo,¿Por qué el tejido adiposo pardo capta 18F-FDG?,Porque tiene alta actividad metabólica y transportadores de glucosa activos.
Capítulo 9,PET y tejido adiposo pardo,¿Por qué la grasa parda puede causar falsos positivos en PET?,Porque capta mucha glucosa y puede simular malignidad.
Capítulo 9,PET y tejido adiposo pardo,¿Qué patrón de captación suele mostrar grasa parda en PET?,Bilateral y simétrico.
Capítulo 9,PET y tejido adiposo pardo,¿Dónde puede la grasa parda simular malignidad por captación focal o asimétrica?,Mediastino.
Capítulo 9,PET y tejido adiposo pardo,¿Qué pacientes pueden mostrar captación de grasa parda en PET con más frecuencia?,Pacientes delgados y durante meses invernales.
Capítulo 9,PET y tejido adiposo pardo,¿Por qué conocer la grasa parda activa es importante en PET oncológica?,Para evitar interpretar captación benigna como tumor maligno.
Capítulo 9,Tumores del tejido adiposo,¿Cuál es el tumor benigno más habitual del tejido adiposo?,Lipoma.
Capítulo 9,Tumores del tejido adiposo,¿Qué tipo de célula predomina en un lipoma convencional?,Adipocitos blancos maduros.
Capítulo 9,Tumores del tejido adiposo,¿Qué es un fibrolipoma?,Lipoma con exceso de tejido fibroso.
Capítulo 9,Tumores del tejido adiposo,¿Qué es un angiolipoma?,Lipoma con cantidad inusualmente grande de conductos vasculares.
Capítulo 9,Tumores del tejido adiposo,¿Qué alteración cromosómica se asocia con muchos lipomas?,Reorganizaciones que afectan el cromosoma 12.
Capítulo 9,Tumores del tejido adiposo,¿Dónde suelen encontrarse los lipomas?,Tejido subcutáneo.
Capítulo 9,Tumores del tejido adiposo,¿En qué personas son frecuentes los lipomas?,Personas de mediana edad y adultos mayores.
Capítulo 9,Tumores del tejido adiposo,¿Cómo suelen ser clínicamente los lipomas?,"Masas blandas, bien definidas e indoloras."
Capítulo 9,Tumores del tejido adiposo,¿Cuál suele ser el tratamiento de un lipoma?,Extirpación quirúrgica.
Capítulo 9,Tumores del tejido adiposo,¿Cómo se llaman los tumores malignos del tejido adiposo?,Liposarcomas.
Capítulo 9,Tumores del tejido adiposo,¿Son frecuentes los liposarcomas?,No.
Capítulo 9,Tumores del tejido adiposo,¿En qué personas suelen detectarse liposarcomas?,Personas mayores.
Capítulo 9,Tumores del tejido adiposo,¿Dónde aparecen sobre todo los liposarcomas?,"Tejido adiposo profundo de miembros, abdomen y hombro."
Capítulo 9,Tumores del tejido adiposo,¿Qué células puede contener un liposarcoma?,Adipocitos maduros y células indiferenciadas tempranas.
Capítulo 9,Tumores del tejido adiposo,¿Qué liposarcomas suelen ser más agresivos?,Los que contienen más células en etapas tempranas de diferenciación.
Capítulo 9,Tumores del tejido adiposo,¿Cómo se tratan habitualmente los liposarcomas?,"Cirugía, y a veces quimioterapia o radioterapia."
Capítulo 9,Tumores del tejido adiposo,¿Cómo se llaman los tumores del tejido adiposo pardo?,Hibernomas.
Capítulo 9,Tumores del tejido adiposo,¿Qué tipo de tumor es el hibernoma?,Tumor benigno de tejido adiposo pardo.
Capítulo 9,Tumores del tejido adiposo,¿Cómo suelen crecer los hibernomas?,Lentamente.
Capítulo 9,Tumores del tejido adiposo,¿Dónde aparecen con frecuencia los hibernomas?,"Región periescapular, fosa axilar, cuello y mediastino."
Capítulo 9,Tumores del tejido adiposo,¿Qué tejido contienen la mayoría de hibernomas?,Mezcla de tejido adiposo blanco y pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo almacena energía principalmente?,Tejido adiposo blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo produce calor principalmente?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo tiene adipocitos uniloculares?,Tejido adiposo blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo tiene adipocitos multiloculares?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué adipocito tiene núcleo aplanado periférico?,Adipocito blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué adipocito tiene núcleo excéntrico no aplanado?,Adipocito pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué adipocito es más grande?,Adipocito blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué adipocito es más pequeño?,Adipocito pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo tiene mitocondrias abundantes y redondas?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,"¿Qué tejido adiposo tiene mitocondrias escasas, elongadas y filamentosas?",Tejido adiposo blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo expresa UCP-1?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo tiene mayor vascularización?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo tiene mayor densidad de fibras simpáticas noradrenérgicas?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo deriva de células madre mesenquimatosas perivasculares?,Tejido adiposo blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo deriva de progenitores miogénicos esqueléticos?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué reguladores controlan diferenciación del tejido adiposo blanco?,PPARγ/RXR.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué reguladores controlan diferenciación del tejido adiposo pardo?,PRDM16/PGC-1.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo aumenta lipogénesis ante frío?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo disminuye lipogénesis ante frío?,Tejido adiposo blanco.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo aumenta producción de calor ante frío?,Tejido adiposo pardo.
Capítulo 9,Comparación tejido adiposo blanco-pardo,¿Qué tejido adiposo puede transdiferenciarse hacia pardo?,Tejido adiposo blanco.
Capítulo 9,Histología 101,¿Cuál es la idea central del tejido adiposo blanco?,Almacena energía como triglicéridos y funciona como órgano endocrino.
Capítulo 9,Histología 101,¿Cuál es la idea central del tejido adiposo pardo?,Produce calor mediante UCP-1 y muchas mitocondrias.
Capítulo 9,Histología 101,¿Qué identifica histológicamente al adipocito blanco?,Una gran gota lipídica vacía y núcleo periférico aplanado.
Capítulo 9,Histología 101,¿Qué identifica histológicamente al adipocito pardo?,Muchas gotitas lipídicas y núcleo redondeado no aplanado.
Capítulo 9,Histología 101,¿Qué hormona adiposa informa al hipotálamo sobre reservas grasas?,Leptina.
Capítulo 9,Histología 101,¿Qué hormona digestiva aumenta hambre?,Grelina.
Capítulo 9,Histología 101,¿Qué hormona digestiva aumenta saciedad?,Péptido YY.
Capítulo 9,Histología 101,¿Qué hormona favorece acumulación de triglicéridos en adipocitos?,Insulina.
Capítulo 9,Histología 101,¿Qué neurotransmisor simpático moviliza lípidos en adipocitos?,Noradrenalina.
Capítulo 9,Histología 101,¿Qué proteína permite termogénesis sin escalofríos en grasa parda?,UCP-1.
Capítulo 9,Histología 101,¿Qué proceso convierte adipocitos blancos en fenotipo pardo?,Pardeamiento o transdiferenciación.
Capítulo 9,Histología 101,¿Qué tumor benigno típico deriva de tejido adiposo blanco?,Lipoma.
Capítulo 9,Histología 101,¿Qué tumor maligno deriva de tejido adiposo?,Liposarcoma.
Capítulo 9,Histología 101,¿Qué tumor benigno deriva de tejido adiposo pardo?,Hibernoma.
